CustomerID,TimePeriod,AvgQuantity,AvgUnitPrice,AvgRevenue,TotalQuantity,TotalRevenue,Country
12346.0,2,74215.0,1.04,77183.6,74215,77183.6,United Kingdom
12347.0,1,10.290322580645162,2.89,22.960967741935484,319,711.79,Iceland
12347.0,2,10.862068965517242,2.523103448275862,16.392758620689655,315,475.39,Iceland
12347.0,5,20.125,2.5954166666666665,26.510416666666668,483,636.25,Iceland
12347.0,7,10.88888888888889,2.9788888888888887,21.25111111111111,196,382.52,Iceland
12347.0,9,12.590909090909092,3.101818181818182,26.586818181818185,277,584.9100000000001,Iceland
12347.0,11,14.382978723404255,2.56936170212766,27.538723404255318,676,1294.32,Iceland
12348.0,1,73.76470588235294,2.9176470588235297,52.51764705882353,1254,892.8,Finland
12348.0,2,100.16666666666667,7.001666666666666,37.906666666666666,601,227.44,Finland
12348.0,5,53.8,8.92,73.4,269,367.0,Finland
12348.0,10,72.33333333333333,14.166666666666666,103.33333333333333,217,310.0,Finland
12349.0,12,8.643835616438356,8.289041095890411,24.076027397260273,631,1757.55,Italy
12350.0,3,11.588235294117647,3.841176470588235,19.670588235294115,197,334.4,Norway
12352.0,3,6.533333333333333,4.556666666666667,19.766666666666666,98,296.5,Norway
12352.0,4,6.782608695652174,42.3795652173913,55.01347826086956,156,1265.31,Norway
12352.0,10,4.84375,7.015625,19.765625,155,632.5,Norway
12352.0,12,8.466666666666667,5.768666666666666,20.782,127,311.73,Norway
12353.0,6,5.0,6.074999999999999,22.25,20,89.0,Bahrain
12354.0,5,9.137931034482758,4.5037931034482765,18.610344827586207,530,1079.4,Spain
12355.0,6,18.46153846153846,4.203846153846154,35.33846153846154,240,459.4,Bahrain
12356.0,2,33.77777777777778,3.171666666666667,63.10055555555555,1216,2271.62,Portugal
12356.0,5,17.61904761904762,2.428095238095238,22.92666666666667,370,481.46000000000004,Portugal
12356.0,12,2.5,11.85,29.174999999999997,5,58.349999999999994,Portugal
12357.0,12,20.671755725190838,3.3486259541984733,47.38679389312977,2708,6207.67,Switzerland
12358.0,8,8.333333333333334,7.719166666666666,40.405,100,484.86,Austria
12359.0,2,9.0,18.250625,34.21875,144,547.5,Cyprus
12359.0,3,5.8125,10.12475,22.986375,465,1838.9099999999999,Cyprus
12359.0,7,7.574468085106383,4.914893617021277,23.60255319148936,356,1109.32,Cyprus
12359.0,11,6.257142857142857,7.6654285714285715,27.39857142857143,657,2876.85,Cyprus
12360.0,6,9.644444444444444,3.658444444444444,24.079555555555554,434,1083.58,Austria
12360.0,9,8.0,3.5376666666666665,17.823333333333334,240,534.7,Austria
12360.0,11,9.092592592592593,3.465740740740741,19.32925925925926,491,1043.78,Austria
12361.0,3,9.1,3.335,18.990000000000002,91,189.9,Belgium
12362.0,3,8.481481481481481,2.674074074074074,17.744444444444444,229,479.1,Belgium
12362.0,5,9.482758620689655,2.9010344827586207,17.077241379310344,275,495.24,Belgium
12362.0,8,7.578947368421052,4.987368421052631,15.987368421052631,144,303.76,Belgium
12362.0,9,11.333333333333334,2.025333333333333,15.641666666666667,340,469.25,Belgium
12362.0,10,6.675,4.53625,20.74975,267,829.99,Belgium
12362.0,11,7.24,5.34,21.892133333333334,543,1641.91,Belgium
12362.0,12,13.125,3.1637500000000003,29.87125,210,477.94,Belgium
12363.0,5,17.625,2.28125,18.69375,282,299.1,Unspecified
12363.0,9,18.0,2.3814285714285717,36.128571428571426,126,252.9,Unspecified
12364.0,9,16.323529411764707,2.041764705882353,18.350588235294115,555,623.92,Belgium
12364.0,10,90.5,7.68,39.9,181,79.8,Belgium
12364.0,11,12.181818181818182,1.9695454545454545,13.593636363636364,268,299.06,Belgium
12365.0,3,7.909090909090909,17.150454545454547,29.153636363636362,174,641.38,Cyprus
12370.0,1,10.637362637362637,2.894285714285714,20.52769230769231,968,1868.02,MULTIPLE
12370.0,4,20.9375,2.5247916666666668,19.549791666666668,1005,938.39,MULTIPLE
12370.0,11,13.571428571428571,2.967142857142857,26.40285714285714,380,739.28,MULTIPLE
12371.0,11,9.380952380952381,3.8742857142857146,29.96761904761905,591,1887.96,Switzerland
12372.0,3,11.2,3.1965,19.961000000000002,224,399.22,Denmark
12372.0,6,19.36842105263158,2.666315789473684,27.142105263157898,368,515.7,Denmark
12372.0,10,15.538461538461538,3.1907692307692312,29.470769230769232,202,383.12,Denmark
12373.0,3,14.071428571428571,4.582142857142857,26.042857142857144,197,364.6,Austria
12374.0,12,10.363636363636363,4.21969696969697,22.513030303030305,342,742.9300000000001,Austria
12375.0,10,7.909090909090909,6.1018181818181825,20.936363636363637,87,230.3,Finland
12375.0,12,15.166666666666666,8.4,37.86666666666667,91,227.20000000000002,Finland
12377.0,1,14.046511627906977,2.106279069767442,23.291162790697673,604,1001.52,Switzerland
12377.0,2,10.0,3.493529411764706,18.429411764705883,340,626.6,Switzerland
12378.0,9,11.547945205479452,2.9974429223744297,18.30420091324201,2529,4008.62,Switzerland
12379.0,7,10.55,3.1945,22.991999999999997,211,459.84,Belgium
12379.0,10,9.8,2.538,19.62,196,392.40000000000003,Belgium
12380.0,7,8.13888888888889,2.6244444444444444,16.87638888888889,293,607.5500000000001,Belgium
12380.0,10,10.357142857142858,3.105357142857143,22.357499999999998,290,626.01,Belgium
12380.0,11,9.956521739130435,3.574347826086957,19.602608695652176,229,450.86,Belgium
12380.0,12,18.529411764705884,5.161176470588235,61.199411764705886,315,1040.39,Belgium
12381.0,9,9.161290322580646,3.956774193548387,20.463548387096775,568,1268.74,Norway
12381.0,11,1.0,5.25,5.25,2,10.5,Norway
12381.0,12,9.125,5.636875,26.19125,146,419.06,Norway
12383.0,1,20.37837837837838,1.3251351351351353,16.235675675675676,754,600.72,Belgium
12383.0,2,19.032258064516128,2.361612903225806,21.00516129032258,590,651.16,Belgium
12383.0,4,6.066666666666666,5.552666666666666,23.804666666666666,91,357.07,Belgium
12383.0,5,7.0,4.589090909090909,12.923636363636364,77,142.16,Belgium
12383.0,7,4.0,9.92,19.89,20,99.45,Belgium
12384.0,9,4.428571428571429,7.795,20.90642857142857,62,292.69,Switzerland
12384.0,12,4.923076923076923,7.97,22.506153846153843,64,292.58,Switzerland
12386.0,1,26.75,2.72625,32.3625,214,258.9,Australia
12386.0,2,70.0,1.05,71.5,140,143.0,Australia
12388.0,2,10.736842105263158,2.744736842105263,22.7,204,431.3,Australia
12388.0,3,6.166666666666667,3.966666666666667,20.675,37,124.05000000000001,Australia
12388.0,4,9.0,2.5300000000000002,21.09,90,210.9,Australia
12388.0,8,12.257142857142858,2.9014285714285712,25.774,429,902.09,Australia
12388.0,10,21.727272727272727,2.6313636363636363,37.541818181818186,478,825.9200000000001,Australia
12388.0,12,28.0,2.1350000000000002,35.8,224,286.4,Australia
12390.0,10,11.03125,3.996875,17.1825,353,549.84,Belgium
12391.0,12,3.0,2.4599,4.6089,300,460.89,Cyprus
12393.0,2,13.545454545454545,2.286363636363636,29.068181818181817,298,639.5,Australia
12393.0,5,13.176470588235293,2.3911764705882352,24.8,224,421.6,Australia
12393.0,10,11.76,2.198,20.86,294,521.5,Australia
12394.0,6,8.666666666666666,3.0152380952380953,18.146666666666665,182,381.08,MULTIPLE
12394.0,11,106.16666666666667,4.615,148.56666666666666,637,891.4,MULTIPLE
12395.0,1,24.29032258064516,3.39,21.93290322580645,753,679.92,Belgium
12395.0,3,18.714285714285715,2.519285714285714,16.53642857142857,262,231.51,Belgium
12395.0,4,32.1,2.654,32.65,321,326.5,Belgium
12395.0,6,6.458333333333333,4.346666666666667,13.824583333333335,155,331.79,Belgium
12395.0,7,10.3,3.475,16.39,103,163.9,Belgium
12395.0,9,5.0,11.114285714285714,23.707142857142856,35,165.95,Belgium
12395.0,11,6.9411764705882355,4.0594117647058825,20.39294117647059,118,346.68,Belgium
12395.0,12,8.627906976744185,3.8688372093023258,17.962325581395348,371,772.38,Belgium
12397.0,8,10.057142857142857,3.5355714285714286,17.35442857142857,704,1214.81,Belgium
12397.0,12,9.982142857142858,3.3841071428571428,21.340892857142855,559,1195.09,Belgium
12398.0,11,16.4,1.992705882352941,19.24305882352941,1394,1635.6599999999999,Switzerland
12399.0,4,18.2,1.655,14.4025,364,288.05,Belgium
12399.0,6,22.454545454545453,2.0477272727272724,21.85909090909091,494,480.90000000000003,Belgium
12399.0,7,29.0,3.878,26.016000000000002,145,130.08,Belgium
12399.0,9,14.583333333333334,2.268333333333333,17.468333333333334,175,209.62,Belgium
12401.0,3,2.2,9.68,16.86,11,84.3,Belgium
12402.0,2,8.545454545454545,3.290909090909091,20.509090909090908,94,225.6,Belgium
12403.0,11,19.2,7.080000000000001,85.53999999999999,96,427.7,Denmark
